Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income_Ratio,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C01,18,119074.58,716,Good,755399.34,9.3,48,Personal,6.343917736262433,0,5cc8f3ff-0613-4c41-85ab-2b4a95d73517,Female,1302.51,Withdrawal,2024-05-27,2024,5,P036,International Investment,2024-07-03,2024,Wednesday,Viewed,10
C034,26,52458.11,653,Fair,838388.13,3.97,60,Auto,15.982049867980376,0,b0b1efd2-4ff8-45fe-9687-84b7263c4fae,Female,921.18,Withdrawal,2023-12-22,2023,12,P049,Auto Insurance,2024-03-30,2024,Saturday,Purchased,10
C084,61,174162.66,338,Poor,941677.47,11.06,24,Personal,5.406884977526182,0,655cf818-77f3-4c62-a96b-ba9498a3878e,Male,1655.79,Deposit,2024-01-04,2024,1,P06,Auto Loan,2024-04-23,2024,Tuesday,Purchased,5
C073,54,121742.5,536,Poor,429075.07,10.32,60,Auto,3.5244476661806683,0,19954920-b14c-4728-b115-2d60ace89c45,Female,868.0,Withdrawal,2023-12-28,2023,12,P028,Debt Consolidation Loan,2024-05-24,2024,Friday,Purchased,6
C056,59,59339.09,341,Poor,475769.42,3.72,48,Mortgage,8.01780782280281,1,832ab0ac-419a-4d22-8797-bf6790be0aee,Male,1385.39,Withdrawal,2024-07-14,2024,7,P024,Travel Loan,2024-05-02,2024,Thursday,Viewed,9
C083,37,31554.56,392,Poor,156013.66,12.91,12,Auto,4.944250846787279,1,b296a912-21ed-49f6-bffd-dfb74e899d0f,Female,838.98,Withdrawal,2024-09-09,2024,9,P06,Auto Loan,2024-09-30,2024,Monday,Viewed,9
C075,23,166757.96,817,Excellent,722960.08,7.99,36,Auto,4.335385729113021,0,52ef5768-14b8-4f47-9cbd-3bb995cff067,Male,1487.39,Deposit,2024-11-25,2024,11,P047,Healthcare Savings,2024-07-23,2024,Tuesday,Purchased,1
C082,66,161901.12,519,Poor,576963.53,10.35,36,Auto,3.5636784353313926,0,d034110a-dc6d-440e-a8e5-fbc9a6248ab4,Female,1710.01,Withdrawal,2024-08-12,2024,8,P03,Credit Card,2024-03-17,2024,Sunday,Clicked,6
C059,56,148977.25,770,Excellent,119285.94,14.04,48,Personal,0.800699032906031,0,46949f0f-0b9b-4dda-aa5e-adab75f03896,Female,1011.99,Deposit,2024-06-04,2024,6,P046,Child Education Fund,2024-01-25,2024,Thursday,Purchased,3
C046,18,154406.6,403,Poor,574811.99,14.08,48,Education,3.7227164512397786,0,fafac47e-8f6f-4476-991e-d74f1f33b267,Female,1600.46,Withdrawal,2024-09-02,2024,9,P013,Bond,2024-10-24,2024,Thursday,Purchased,7
C095,34,81757.26,672,Good,572975.96,2.31,60,Education,7.008257859913603,0,723b1edf-b900-4abe-b4a1-4a08ebee017c,Female,235.32,Withdrawal,2024-06-23,2024,6,P08,Student Loan,2024-04-05,2024,Friday,Purchased,9
C0100,56,122965.6,369,Poor,795787.2,14.3,12,Business,6.471624584436622,0,99a4c92d-8f18-4c8f-8355-3ed069a79605,Male,352.87,Withdrawal,2024-02-28,2024,2,P013,Bond,2024-09-09,2024,Monday,Purchased,4
C064,24,20329.14,323,Poor,123054.4,11.98,12,Auto,6.053104066379591,1,0fd29442-51bb-4616-9a58-e2724e75341a,Female,1775.45,Withdrawal,2024-03-16,2024,3,P038,Recurring Deposit,2024-08-30,2024,Friday,Clicked,8
C065,47,41275.79,846,Excellent,112718.05,10.23,12,Education,2.730851426465732,0,faadafe9-8819-4b31-a154-d48960c00a1f,Female,323.45,Withdrawal,2024-06-07,2024,6,P018,Auto Refinance,2024-08-06,2024,Tuesday,Purchased,5
C03,69,48847.17,459,Poor,849517.45,6.31,12,Education,17.391334032247926,0,c9556d7c-70e3-4196-a58a-4abc35dc7cc4,Male,144.37,Withdrawal,2024-12-07,2024,12,P043,Money Market Account,2024-08-31,2024,Saturday,Clicked,8
C069,18,89021.66,467,Poor,500312.59,7.02,60,Mortgage,5.6201220017690074,0,63ead242-e015-4c8d-b8fd-fee581bcd991,Female,1307.73,Deposit,2023-12-31,2023,12,P014,Certificate of Deposit,2024-07-05,2024,Friday,Viewed,2
C067,18,107413.72,723,Good,310774.08,3.28,60,Education,2.8932438053537295,0,14630128-ae00-4982-9eb7-c5713573f31d,Female,1274.06,Withdrawal,2024-04-30,2024,4,P031,Technology Loan,2023-12-23,2023,Saturday,Clicked,1
C044,30,157546.65,687,Good,546131.18,13.88,24,Education,3.4664728193205003,0,1e3a330b-1dc6-4812-aba8-82aecd0d0344,Female,1567.9,Deposit,2024-08-18,2024,8,P038,Recurring Deposit,2024-05-31,2024,Friday,Purchased,9
C065,55,142156.46,319,Poor,502341.13,4.03,12,Personal,3.533720029325435,0,d818e146-4bbb-4445-a6e4-8bccfbd20c7d,Female,293.75,Deposit,2024-12-19,2024,12,P013,Bond,2024-11-22,2024,Friday,Viewed,5
C068,47,90424.31,650,Fair,992608.71,12.06,12,Business,10.977232892349413,0,b4cd9e2b-36b5-401d-b1c7-b7b77c8588ad,Male,56.88,Withdrawal,2024-06-11,2024,6,P05,Home Loan,2024-07-12,2024,Friday,Viewed,10
C075,68,170297.25,458,Poor,429226.59,3.21,24,Auto,2.520455204062309,0,fcdd1650-4857-4af0-81f4-37aa9911fbaa,Male,619.11,Withdrawal,2024-04-11,2024,4,P042,High-Yield Savings Account,2024-06-30,2024,Sunday,Clicked,1
C053,64,62849.88,614,Fair,126605.22,3.58,12,Education,2.014406710084411,0,98e621f5-b8a8-4183-b08f-59bf39828287,Male,545.7,Withdrawal,2024-09-25,2024,9,P029,Small Business Loan,2024-12-21,2024,Saturday,Clicked,5
C090,68,87178.56,330,Poor,640572.86,2.14,36,Mortgage,7.347825658051704,0,802864ca-dba2-4fdd-9408-6db9ea417026,Male,772.87,Deposit,2024-10-17,2024,10,P020,Gold Loan,2024-02-13,2024,Tuesday,Viewed,6
C086,46,179727.97,540,Poor,506139.3,1.2,60,Auto,2.8161409712689682,0,1aa52f27-8bcd-4631-915e-8a3b83fe97c0,Female,1521.57,Deposit,2024-04-25,2024,4,P049,Auto Insurance,2024-03-27,2024,Wednesday,Clicked,9
C092,66,42021.77,575,Poor,400256.15,7.53,12,Auto,9.524971223249283,0,825d9e66-0605-452a-b8eb-42886d512ae4,Male,936.9,Deposit,2024-07-14,2024,7,P08,Student Loan,2024-08-19,2024,Monday,Viewed,8
C074,44,120667.13,593,Fair,134569.83,6.9,24,Mortgage,1.11521530345505,0,3b8590eb-92d3-4c5e-b8e6-89e283dd0910,Female,1287.77,Deposit,2024-08-22,2024,8,P020,Gold Loan,2024-01-04,2024,Thursday,Clicked,4
C017,66,132729.09,480,Poor,587828.13,10.53,36,Education,4.428781437437716,0,572da47b-5597-43b7-8652-cc39e4bca656,Female,533.39,Withdrawal,2024-05-07,2024,5,P045,Pension Plan,2024-05-28,2024,Tuesday,Viewed,7
C048,48,110288.35,324,Poor,492649.14,1.47,24,Auto,4.466919126090834,0,f323f714-f8d0-4736-bd5a-9812506a9f50,Male,545.94,Deposit,2024-02-21,2024,2,P031,Technology Loan,2024-06-23,2024,Sunday,Clicked,5
C094,70,87331.22,418,Poor,882610.41,8.7,60,Auto,10.106470629861807,0,6f369ef1-9407-4d1f-a449-93ffff300156,Female,691.21,Withdrawal,2024-07-27,2024,7,P010,Retirement Plan,2024-02-19,2024,Monday,Purchased,7
C078,28,171025.89,766,Excellent,685773.39,5.23,48,Auto,4.0097636094745654,0,f23ecd7c-9fac-4a00-927c-17f150f2ce4d,Female,1542.06,Withdrawal,2024-07-08,2024,7,P049,Auto Insurance,2024-02-02,2024,Friday,Clicked,1
C030,56,22234.99,464,Poor,567882.75,13.02,36,Business,25.54004971443657,1,3903a17b-be81-44e2-b414-37b020446d4a,Female,1009.31,Deposit,2024-06-27,2024,6,P019,Home Improvement Loan,2024-10-23,2024,Wednesday,Viewed,2
C053,21,124701.91,799,Excellent,159104.28,1.24,24,Auto,1.2758768490394412,0,eeb691e9-fea6-4465-b895-1c17b6511484,Male,82.01,Deposit,2024-07-24,2024,7,P02,Checking Account,2024-10-13,2024,Sunday,Purchased,5
C081,25,49978.09,838,Excellent,503192.52,4.33,12,Auto,10.06826231254536,0,3c03756c-fd2c-4d56-9ea3-2a192a065e07,Male,1201.2,Deposit,2024-01-28,2024,1,P06,Auto Loan,2024-10-24,2024,Thursday,Purchased,6
C038,31,46431.51,515,Poor,797191.51,3.38,24,Auto,17.16919199914024,1,39f9dd95-1e93-4a94-93a1-a2e74c3337b2,Female,1819.72,Deposit,2024-05-28,2024,5,P019,Home Improvement Loan,2024-02-21,2024,Wednesday,Purchased,8
C036,39,45576.59,739,Good,551744.89,10.92,12,Personal,12.105883524853441,0,41c6c1d3-4830-4156-8513-68fd3237f50f,Male,51.02,Deposit,2024-01-10,2024,1,P033,Wealth Management,2024-03-14,2024,Thursday,Clicked,7
C030,56,115517.35,769,Excellent,732065.18,5.13,24,Education,6.337274703756622,0,b9b3d203-ccba-4dae-ac7a-3fdde92b4bff,Male,1453.83,Deposit,2024-07-25,2024,7,P033,Wealth Management,2024-10-23,2024,Wednesday,Purchased,2
C099,29,123395.38,832,Excellent,706275.03,4.27,60,Education,5.7236748247786915,0,5104ceb5-ed9f-4f3c-84ca-03cf477c5190,Male,659.03,Deposit,2024-04-06,2024,4,P029,Small Business Loan,2024-03-19,2024,Tuesday,Viewed,7
C050,61,75722.69,804,Excellent,196747.81,11.06,36,Mortgage,2.5982675734314244,0,b6205e0e-dda9-48ce-b502-1ef10d96c8fc,Female,664.63,Withdrawal,2024-04-19,2024,4,P07,Business Loan,2024-02-13,2024,Tuesday,Clicked,9
C014,43,45354.89,656,Fair,613286.13,12.28,60,Auto,13.521940633082783,1,f26b4afd-5f9b-4448-8120-6183787e9a1f,Female,161.96,Deposit,2024-10-12,2024,10,P018,Auto Refinance,2024-03-22,2024,Friday,Purchased,5
C071,33,46286.71,321,Poor,172299.86,4.39,24,Mortgage,3.7224477609231674,1,20be5077-ae2d-41b3-8c01-b25aa3e6cb59,Male,1466.97,Deposit,2024-05-08,2024,5,P048,Property Investment,2024-01-27,2024,Saturday,Purchased,4
C025,48,62821.59,614,Fair,236703.91,14.64,48,Auto,3.767875184311636,0,6fc563fa-38a4-45d5-97e3-0a5dfbf30dd1,Male,512.92,Withdrawal,2024-08-11,2024,8,P035,Real Estate Investment,2024-08-19,2024,Monday,Viewed,4
C046,40,39507.33,503,Poor,519769.37,6.55,60,Auto,13.156276822554194,1,180fe339-fa87-49ef-a7b9-4e650cf51d26,Male,1160.69,Withdrawal,2024-02-01,2024,2,P05,Home Loan,2024-07-09,2024,Tuesday,Clicked,7
C073,18,189386.33,464,Poor,612536.88,11.45,24,Mortgage,3.2343246738030142,0,a60c9d71-5389-4945-8e55-5e526ebc3ddf,Female,871.46,Deposit,2024-02-23,2024,2,P015,Home Equity Line,2024-01-20,2024,Saturday,Viewed,6
C012,45,35450.87,535,Poor,523768.97,9.12,60,Mortgage,14.77450257215126,0,006d03c9-1dc2-414d-8e87-78bf79c2a91b,Male,208.02,Deposit,2023-12-30,2023,12,P09,Investment Fund,2024-05-25,2024,Saturday,Viewed,3
C010,20,141640.83,404,Poor,911169.49,4.37,12,Mortgage,6.432957855443237,0,d72ef991-95ed-478a-91fa-ff2585e8858f,Male,1396.27,Withdrawal,2024-05-30,2024,5,P041,Retirement Savings,2024-10-15,2024,Tuesday,Clicked,1
C0100,35,169195.07,441,Poor,441345.56,14.43,12,Business,2.6085012997128105,1,7c2668a3-82f7-45db-b9c1-53b685f7ca98,Male,245.86,Withdrawal,2024-02-17,2024,2,P024,Travel Loan,2024-06-27,2024,Thursday,Purchased,4
C080,60,191902.71,805,Excellent,879156.47,6.96,60,Business,4.581261358945895,0,b34a18ad-5cef-4366-bccd-591610872b4d,Female,1277.62,Withdrawal,2024-05-04,2024,5,P020,Gold Loan,2024-06-22,2024,Saturday,Purchased,4
C093,70,95840.9,388,Poor,911419.28,10.25,24,Business,9.50971119845494,1,ae7df0bf-f6d8-40a0-81f8-45661d093e38,Male,1773.83,Withdrawal,2024-01-27,2024,1,P048,Property Investment,2024-11-20,2024,Wednesday,Viewed,8
C065,25,65231.48,470,Poor,866475.9,9.61,24,Personal,13.28309429741591,1,b2a9a533-e7ff-40ec-a78d-57958b4d46cc,Female,301.29,Withdrawal,2024-07-12,2024,7,P034,Stock Investment,2024-04-22,2024,Monday,Purchased,5
C034,69,122605.7,662,Fair,324757.82,7.64,36,Business,2.6487987100110355,0,c814cd36-59e4-47bf-8029-50d4bf153644,Female,1704.13,Withdrawal,2024-02-18,2024,2,P018,Auto Refinance,2024-04-16,2024,Tuesday,Purchased,10
C03,22,144487.27,765,Excellent,302931.64,13.56,24,Education,2.0965974372690415,0,ee8a2f27-ad6e-49d9-b833-3748c963b91f,Male,281.74,Withdrawal,2024-09-08,2024,9,P024,Travel Loan,2024-02-21,2024,Wednesday,Viewed,8
C076,63,156813.38,687,Good,154693.29,9.84,12,Education,0.9864801715261797,0,4eeefb45-4553-4e1d-ac7f-850fe2caa22e,Female,1782.58,Withdrawal,2024-09-10,2024,9,P041,Retirement Savings,2024-09-02,2024,Monday,Viewed,9
C042,65,58470.73,664,Fair,737503.56,11.65,48,Business,12.613209378436014,0,cef6f710-b780-4e8f-abc4-9a0d9412cc2f,Female,976.32,Deposit,2023-12-29,2023,12,P015,Home Equity Line,2024-05-19,2024,Sunday,Purchased,1
C097,39,54780.23,430,Poor,767487.3,8.84,60,Education,14.010297145521294,0,08428d17-510a-4bfc-b57b-06d7d7c568e0,Female,297.34,Deposit,2024-05-15,2024,5,P08,Student Loan,2024-06-29,2024,Saturday,Clicked,5
C085,28,100667.98,735,Good,962540.73,5.5,48,Education,9.561538137548801,0,a0870f00-09d9-4b36-ae29-57dbdbeafada,Male,1081.96,Withdrawal,2024-04-07,2024,4,P04,Personal Loan,2024-05-06,2024,Monday,Viewed,9
C040,59,178352.9,781,Excellent,530882.24,12.85,12,Mortgage,2.9765831674169583,0,67827690-aa5f-4e72-acdd-929f51736a61,Male,1540.85,Deposit,2024-12-15,2024,12,P03,Credit Card,2024-02-25,2024,Sunday,Clicked,4
C042,60,96108.74,685,Good,110764.28,4.16,36,Business,1.152489149269879,0,a74e1498-6425-4bdb-84bc-b32e9de1baf5,Male,1769.7,Withdrawal,2024-08-12,2024,8,P012,Mutual Fund,2024-11-21,2024,Thursday,Purchased,1
C014,49,94732.54,492,Poor,682839.45,10.54,60,Mortgage,7.208077076789031,0,c8ae3286-9680-424d-8bb1-976c71bba3d7,Female,823.55,Withdrawal,2023-12-25,2023,12,P012,Mutual Fund,2024-08-09,2024,Friday,Purchased,5
C092,23,106983.45,515,Poor,844680.86,13.73,24,Business,7.895434854643405,0,d5ae9ffb-1767-4392-bab4-880485b25d80,Male,680.99,Deposit,2024-02-28,2024,2,P027,Holiday Loan,2024-11-02,2024,Saturday,Purchased,8
C074,46,27626.12,602,Fair,393226.94,1.53,12,Education,14.233882282419682,1,f62e2452-bb74-40b1-8031-e59b03fd529d,Male,1702.91,Deposit,2024-02-09,2024,2,P030,Agricultural Loan,2024-07-19,2024,Friday,Viewed,4
C039,43,88772.34,300,Poor,311981.01,8.23,48,Mortgage,3.514394348509908,1,f9df8a13-d22a-449c-b223-6cb54b51ddda,Female,1036.99,Deposit,2024-08-12,2024,8,P01,Savings Account,2024-05-31,2024,Friday,Viewed,5
C013,33,45337.61,437,Poor,212138.91,14.74,12,Mortgage,4.679093362001217,1,cdbbb61d-bf50-48a8-b103-a49f43b2f42f,Male,1574.16,Withdrawal,2024-07-21,2024,7,P040,Gold Investment,2024-11-29,2024,Friday,Purchased,4
C060,60,179992.27,354,Poor,294331.27,5.01,24,Business,1.6352439468650517,0,40aa86b6-f267-402d-afd4-0372a6e53efe,Male,945.01,Withdrawal,2024-10-07,2024,10,P020,Gold Loan,2024-08-30,2024,Friday,Purchased,9
C098,62,119605.45,422,Poor,766141.83,5.41,24,Business,6.405576250914987,0,3c8b575e-033a-42e8-94f3-a43c79ae6d78,Female,1771.74,Withdrawal,2024-05-21,2024,5,P046,Child Education Fund,2024-11-04,2024,Monday,Viewed,6
C09,33,99751.24,678,Good,801636.4,8.03,36,Auto,8.036355237288278,0,dbc121eb-d9f9-4b72-8157-4b11e8b33375,Male,214.84,Deposit,2024-07-14,2024,7,P035,Real Estate Investment,2024-12-10,2024,Tuesday,Viewed,3
C010,19,26849.68,452,Poor,393420.9,10.9,24,Business,14.652722118103457,1,edc3498b-2d39-4558-b2b1-d235908daedf,Female,500.28,Deposit,2024-08-02,2024,8,P042,High-Yield Savings Account,2024-01-05,2024,Friday,Viewed,1
C097,51,55892.49,608,Fair,478025.64,14.81,12,Business,8.552591591464257,1,f7448eaf-7f8e-4931-975c-90a991e787ea,Female,1975.77,Deposit,2024-11-11,2024,11,P044,Insurance Savings,2024-06-03,2024,Monday,Viewed,5
C082,43,186352.67,370,Poor,290318.42,4.35,12,Auto,1.5578978288854137,0,db07b89d-53c9-4717-af9d-59fc25259cf8,Female,1321.42,Withdrawal,2024-11-29,2024,11,P015,Home Equity Line,2024-10-03,2024,Thursday,Purchased,6
C022,47,154272.94,411,Poor,917046.0,5.3,36,Auto,5.944308833422116,0,e0a9c7f8-cb45-4752-833a-c12d0357ff70,Male,54.57,Withdrawal,2024-05-10,2024,5,P048,Property Investment,2024-01-05,2024,Friday,Clicked,2
C023,27,196350.8,726,Good,373185.03,11.61,60,Education,1.9006035626032594,0,e72d3e0c-7eb4-4803-a557-19b74b58746a,Male,1163.03,Withdrawal,2024-06-10,2024,6,P05,Home Loan,2024-07-16,2024,Tuesday,Purchased,2
C039,52,199756.44,527,Poor,331632.08,1.96,60,Mortgage,1.660182169846439,0,2d635e57-c2e2-441b-9222-2215ba2d663a,Female,670.12,Deposit,2024-03-27,2024,3,P036,International Investment,2024-12-08,2024,Sunday,Purchased,5
C042,68,95723.46,301,Poor,508716.5,4.28,24,Business,5.314439114507561,1,509c06e6-39c6-4156-b22e-583a45200ea0,Female,1083.51,Withdrawal,2024-04-24,2024,4,P017,Business Credit Line,2024-01-30,2024,Tuesday,Viewed,1
C052,59,61816.39,847,Excellent,131016.63,14.11,12,Auto,2.1194480945910947,0,b04cc7a5-8256-4ef3-8b8b-b1358ebd4425,Female,629.37,Deposit,2024-01-10,2024,1,P019,Home Improvement Loan,2024-06-27,2024,Thursday,Viewed,10
C051,58,182478.72,447,Poor,471949.8,11.13,12,Auto,2.5863278742858347,0,82eb4ca2-d8ac-4f08-b866-b1471a63c397,Female,1089.63,Withdrawal,2024-12-19,2024,12,P03,Credit Card,2024-06-23,2024,Sunday,Purchased,1
C04,35,139429.98,357,Poor,470508.59,6.17,60,Auto,3.374515222622853,0,0c8e59d8-9757-46d9-953a-72ea2157b6f3,Male,676.78,Deposit,2024-08-18,2024,8,P013,Bond,2024-01-28,2024,Sunday,Viewed,8
C069,55,28465.66,699,Good,403773.17,13.04,12,Auto,14.184570812691502,0,af2bee71-46cf-4bc5-8470-0bc1db00516a,Male,1683.74,Deposit,2024-08-05,2024,8,P04,Personal Loan,2024-12-19,2024,Thursday,Purchased,2
C072,60,174048.57,611,Fair,632617.16,5.24,60,Business,3.6347162174328695,0,329c08af-c55e-4f16-b081-9019661eb816,Male,907.01,Withdrawal,2024-03-08,2024,3,P037,Fixed Deposit,2024-11-30,2024,Saturday,Purchased,8
C068,34,40025.69,728,Good,316397.8,9.93,48,Mortgage,7.904868098463761,0,112ffde1-f5b9-469c-9f55-942066e6a202,Male,213.91,Withdrawal,2024-04-02,2024,4,P04,Personal Loan,2024-05-08,2024,Wednesday,Viewed,10
C091,22,113317.43,305,Poor,297290.12,14.51,48,Auto,2.62351625870795,0,b6346d27-50d8-4827-8e61-9a796f6a9945,Female,1581.58,Withdrawal,2024-02-10,2024,2,P047,Healthcare Savings,2024-11-24,2024,Sunday,Clicked,7
C085,64,111012.64,318,Poor,291382.42,8.54,24,Personal,2.6247679543518645,1,1699105f-20ca-4b01-a17b-403905d79fec,Male,483.87,Withdrawal,2024-02-27,2024,2,P024,Travel Loan,2024-09-03,2024,Tuesday,Clicked,9
C045,19,142053.19,562,Poor,751931.72,10.04,36,Business,5.293311047784284,0,02bd6c68-1ceb-4ce0-89dc-df9b7530837e,Male,1816.79,Deposit,2024-10-24,2024,10,P015,Home Equity Line,2024-03-13,2024,Wednesday,Viewed,4
C017,50,166785.45,518,Poor,375645.41,8.56,24,Auto,2.2522672691173,0,909170e4-fb6c-432e-a514-de5e57edec5c,Male,546.47,Deposit,2024-11-15,2024,11,P025,Medical Loan,2024-03-08,2024,Friday,Purchased,7
C05,68,68104.49,400,Poor,569356.43,12.55,12,Personal,8.360042487653898,1,b7c432f2-a266-4abb-b4b1-4b13efacc5c9,Male,509.84,Deposit,2024-02-11,2024,2,P010,Retirement Plan,2024-12-01,2024,Sunday,Viewed,4
C082,25,56115.0,436,Poor,374578.18,3.63,24,Personal,6.675188095874543,1,20fc3331-1af7-4326-82d5-c4c839dcad39,Female,291.98,Deposit,2024-10-18,2024,10,P045,Pension Plan,2024-05-19,2024,Sunday,Clicked,6
C038,44,181742.15,653,Fair,613496.73,2.35,24,Personal,3.3756436247727892,0,825faae9-3860-4f6f-8050-db06eb800dfb,Male,867.64,Withdrawal,2024-11-13,2024,11,P017,Business Credit Line,2024-06-24,2024,Monday,Viewed,8
C034,34,151259.27,684,Good,844411.89,1.83,36,Mortgage,5.58254637881037,0,d67415f5-8924-4683-ba91-57840e6f6ab9,Male,146.39,Deposit,2024-08-01,2024,8,P046,Child Education Fund,2024-12-10,2024,Tuesday,Viewed,10
C056,67,149835.42,319,Poor,243121.42,4.08,60,Education,1.6225897721646858,0,4e5a2d49-a9c2-46e2-a829-cab24cb8f3c0,Male,253.66,Withdrawal,2024-08-29,2024,8,P027,Holiday Loan,2024-04-14,2024,Sunday,Purchased,9
C088,56,41152.94,822,Excellent,452064.0,11.48,24,Auto,10.984974585047873,0,91ad5eb7-321b-4392-abea-dc64c526f6d1,Female,1863.89,Deposit,2024-04-29,2024,4,P06,Auto Loan,2024-06-15,2024,Saturday,Viewed,4
C01,69,131786.15,489,Poor,505159.68,8.72,24,Personal,3.8331773103622804,0,bc9f235b-ba17-420f-8e53-bee8eebcfeef,Male,1448.74,Withdrawal,2024-01-06,2024,1,P036,International Investment,2024-12-15,2024,Sunday,Clicked,10
C090,70,108721.56,719,Good,168387.2,11.92,48,Mortgage,1.5487930820713023,0,14a70272-9266-41c6-b289-1e1d56dc391d,Female,327.49,Withdrawal,2024-09-05,2024,9,P031,Technology Loan,2023-12-27,2023,Wednesday,Viewed,6
C072,21,101511.38,524,Poor,953563.63,14.98,12,Auto,9.393662365736727,0,6cfc2fc9-061b-4a26-bdad-f449be4ac654,Female,584.61,Withdrawal,2024-03-16,2024,3,P019,Home Improvement Loan,2024-04-04,2024,Thursday,Clicked,8
C045,67,79584.4,352,Poor,700427.65,3.32,24,Mortgage,8.801067168942659,0,44345d57-749e-454b-ac66-58620f24357c,Female,1393.01,Deposit,2024-01-15,2024,1,P09,Investment Fund,2024-08-09,2024,Friday,Clicked,4
C039,61,26960.7,576,Poor,593693.72,7.21,12,Personal,22.020708661125266,1,89d1bb4b-54b3-4534-8079-6ed5cee824a2,Female,1498.86,Withdrawal,2024-09-11,2024,9,P045,Pension Plan,2024-07-26,2024,Friday,Clicked,5
C079,65,120309.75,654,Fair,273525.97,12.19,36,Mortgage,2.2735145738396096,0,68bf2a1b-0d6c-42d4-921e-fe833861440b,Male,613.9,Withdrawal,2024-04-16,2024,4,P021,Cash Credit,2024-07-16,2024,Tuesday,Clicked,9
C062,21,63997.93,574,Poor,633744.46,14.29,12,Mortgage,9.902577473990174,0,b057e4d8-cb6c-441b-93a7-a45bfef00808,Female,1781.44,Withdrawal,2024-05-23,2024,5,P022,Short-Term Loan,2024-10-28,2024,Monday,Viewed,9
C049,18,65698.22,850,Excellent,218532.21,7.79,60,Personal,3.3263033610347432,0,88f4965d-260f-4c7a-9e2e-542039dc5071,Female,548.79,Deposit,2024-07-01,2024,7,P034,Stock Investment,2024-04-20,2024,Saturday,Viewed,4
C055,25,45180.75,596,Fair,356908.16,11.21,48,Education,7.899562534929145,0,8ba420ec-1b68-44db-af11-b145acb0bb38,Male,272.73,Deposit,2024-05-30,2024,5,P044,Insurance Savings,2024-03-10,2024,Sunday,Clicked,9
C097,49,176917.09,447,Poor,967850.81,12.98,12,Business,5.470646221911066,0,fa601625-1aa1-47f5-aa70-5df6427bba2e,Female,861.45,Withdrawal,2024-07-18,2024,7,P07,Business Loan,2024-05-26,2024,Sunday,Purchased,5
C07,63,154223.72,625,Fair,401734.64,9.92,24,Business,2.6048823099326097,0,f793b59e-e7f1-469b-8e66-65cf307ca305,Female,1442.44,Withdrawal,2024-08-03,2024,8,P049,Auto Insurance,2024-12-06,2024,Friday,Clicked,10
C033,18,137906.6,763,Excellent,150086.79,4.11,24,Business,1.0883220237465068,0,9cdc34e5-0216-402a-b196-2cc997bcb17c,Female,506.45,Withdrawal,2024-01-08,2024,1,P031,Technology Loan,2024-10-11,2024,Friday,Purchased,4
C048,49,110517.02,706,Good,627596.64,5.65,12,Personal,5.6787329227661045,0,0037a204-2a09-4782-9b75-a15ee573d7ad,Male,1573.6,Deposit,2024-10-26,2024,10,P019,Home Improvement Loan,2024-06-08,2024,Saturday,Clicked,5
C06,52,151202.19,318,Poor,648016.54,2.92,60,Auto,4.285761601733414,0,7a047f90-6c30-47a3-88ad-29f9145c97ac,Female,666.97,Deposit,2024-10-10,2024,10,P044,Insurance Savings,2024-12-11,2024,Wednesday,Clicked,7
C065,70,117666.84,410,Poor,163552.21,2.27,60,Mortgage,1.3899600771126344,0,d7ec3c6a-1367-484a-bbe1-bda6e4376002,Female,501.35,Deposit,2024-09-01,2024,9,P013,Bond,2024-01-17,2024,Wednesday,Purchased,5
C084,44,121013.77,828,Excellent,977806.83,3.42,60,Mortgage,8.080128649822248,0,2f373c05-9a6d-4c3e-9035-8fe312e7db35,Female,347.07,Deposit,2024-02-08,2024,2,P012,Mutual Fund,2024-03-27,2024,Wednesday,Purchased,5
C017,67,198215.76,753,Excellent,213547.44,8.12,36,Auto,1.0773484409110556,0,3e6b147e-b5e2-49ae-a603-c34e833760c1,Female,536.26,Deposit,2024-09-02,2024,9,P039,Loan Against Property,2024-07-17,2024,Wednesday,Viewed,7
C086,19,156068.34,440,Poor,457446.71,5.22,36,Mortgage,2.9310666724590013,0,6cad593a-9b5d-4c1d-b396-25a235f7bbeb,Female,702.05,Withdrawal,2023-12-24,2023,12,P027,Holiday Loan,2024-09-30,2024,Monday,Purchased,9
C053,30,104059.84,735,Good,133888.48,2.86,24,Mortgage,1.2866489127794163,0,571ba3fe-5c61-4948-ae2b-7adb7689e9f5,Male,105.86,Deposit,2024-03-23,2024,3,P06,Auto Loan,2024-12-04,2024,Wednesday,Clicked,5
C049,24,143984.76,603,Fair,881456.28,9.13,36,Education,6.121872064793524,0,17a47140-3e2b-424c-beac-362db0657867,Male,1644.98,Deposit,2024-02-27,2024,2,P039,Loan Against Property,2024-01-29,2024,Monday,Purchased,4
C079,41,177969.88,373,Poor,801530.97,11.27,12,Personal,4.503745071918911,0,d3999509-2569-4984-8fb1-434e5c3a43df,Female,641.54,Deposit,2024-02-01,2024,2,P021,Cash Credit,2024-01-14,2024,Sunday,Viewed,9
